"","shipment_id","order_id","prod_id","delivery_departed_date","delivery_received_date","est_delivery_date","shipper_name","delivery_recipient","delivery_fee","delivery_status"
"262","sm262","o499","prod17","16-04-2023","17-04-2023","17-04-2023","DHL","Isaac",5,"Delivered"
"263","sm263","o056","prod05","29-01-2024","30-01-2024","30-01-2024","DHL","Dewaun",5,"Delivered"
"264","sm264","o432","prod17","23-03-2023","24-03-2023","24-03-2023","DHL","Kianna",5,"Delivered"
"265","sm265","o248","prod15","02-08-2023","03-08-2023","03-08-2023","DHL","Shavonna",5,"Delivered"
"266","sm266","o008","prod17","18-11-2023","19-11-2023","19-11-2023","DHL","Chad",5,"Delivered"
"267","sm267","o427","prod05","09-04-2022","10-04-2022","10-04-2022","DHL","Stacy",5,"Delivered"
"268","sm268","o090","prod05","09-07-2023","10-07-2023","10-07-2023","DHL","Brock",5,"Delivered"
"269","sm269","o250","prod08","22-02-2024","23-02-2024","23-02-2024","DHL","Jim",5,"Delivered"
"270","sm270","o031","prod10","08-06-2022","09-06-2022","09-06-2022","DHL","Simone",5,"Delivered"
"271","sm271","o035","prod07","27-05-2022","28-05-2022","28-05-2022","DHL","Aiman",5,"Delivered"
"272","sm272","o125","prod06","11-11-2022","12-11-2022","12-11-2022","DHL","Stephanie",5,"Delivered"
"273","sm273","o364","prod15","27-02-2023","28-02-2023","28-02-2023","DHL","Jacob",5,"Delivered"
"274","sm274","o129","prod15","18-11-2023","19-11-2023","19-11-2023","DHL","Mu'hsina",5,"Delivered"
"275","sm275","o063","prod11","14-08-2023","15-08-2023","15-08-2023","DHL","Africa",5,"Delivered"
"276","sm276","o430","prod05","19-08-2022","20-08-2022","20-08-2022","DHL","Tasneem",5,"Delivered"
"277","sm277","o043","prod10","28-04-2023","29-04-2023","29-04-2023","DHL","Kylee",5,"Delivered"
"278","sm278","o200","prod19","15-06-2023","16-06-2023","16-06-2023","DHL","Faadil",5,"Delivered"
"279","sm279","o171","prod19","29-12-2022","30-12-2022","30-12-2022","DHL","Sarah",5,"Delivered"
"280","sm280","o263","prod17","08-02-2022","09-02-2022","09-02-2022","DHL","James",5,"Delivered"
"281","sm281","o047","prod05","27-05-2022","28-05-2022","28-05-2022","DHL","Abdul Kareem",5,"Delivered"
"282","sm282","o424","prod12","25-10-2023","26-10-2023","26-10-2023","DHL","Sharad",5,"Delivered"
"283","sm283","o262","prod19","14-07-2022","15-07-2022","15-07-2022","DHL","Naseem",5,"Delivered"
"284","sm284","o076","prod11","02-07-2022","03-07-2022","03-07-2022","DHL","Isa",5,"Delivered"
"285","sm285","o277","prod16","10-01-2023","11-01-2023","11-01-2023","DHL","Adam",5,"Delivered"
"286","sm286","o055","prod05","30-10-2022","31-10-2022","31-10-2022","DHL","Ashley",5,"Delivered"
"287","sm287","o475","prod13","21-04-2022","22-04-2022","22-04-2022","DHL","Mackenzie",5,"Delivered"
"288","sm288","o487","prod05","12-12-2023","13-12-2023","13-12-2023","DHL","Christopher",5,"Delivered"
"289","sm289","o100","prod16","30-10-2022","31-10-2022","31-10-2022","DHL","Derrick",5,"Delivered"
"290","sm290","o006","prod16","04-03-2022","05-03-2022","05-03-2022","DHL","Mario",5,"Delivered"
"291","sm291","o142","prod10","06-11-2023","07-11-2023","07-11-2023","DHL","Tam",5,"Delivered"
"292","sm292","o233","prod11","06-11-2023","07-11-2023","07-11-2023","DHL","Olivia",5,"Delivered"
"293","sm293","o461","prod06","03-02-2023","04-02-2023","04-02-2023","DHL","Ashley",5,"Delivered"
"294","sm294","o314","prod05","05-12-2022","06-12-2022","06-12-2022","DHL","Marinah",5,"Delivered"
"295","sm295","o090","prod11","09-07-2023","10-07-2023","10-07-2023","DHL","Brock",5,"Delivered"
"296","sm296","o147","prod07","18-10-2022","19-10-2022","19-10-2022","DHL","Kendra",5,"Delivered"
"297","sm297","o278","prod16","03-01-2022","04-01-2022","04-01-2022","DHL","Anupama",5,"Delivered"
"298","sm298","o162","prod12","22-01-2023","23-01-2023","23-01-2023","DHL","Tarron",5,"Delivered"
"299","sm299","o350","prod09","19-09-2023","20-09-2023","20-09-2023","DHL","Carmen",5,"Delivered"
"300","sm300","o094","prod16","27-01-2022","28-01-2022","28-01-2022","DHL","Dillan",5,"Delivered"
"301","sm301","o216","prod11","16-03-2022","17-03-2022","17-03-2022","DHL","Sarah",5,"Delivered"
"302","sm302","o058","prod11","20-02-2022","21-02-2022","21-02-2022","DHL","Joyce",5,"Delivered"
"303","sm303","o317","prod05","28-04-2023","29-04-2023","29-04-2023","DHL","Jocelyn",5,"Delivered"
"304","sm304","o028","prod11","10-05-2023","11-05-2023","11-05-2023","DHL","Huy",5,"Delivered"
"305","sm305","o293","prod05","08-02-2022","09-02-2022","09-02-2022","DHL","William",5,"Delivered"
"306","sm306","o148","prod12","05-01-2024","06-01-2024","06-01-2024","DHL","Dakota",5,"Delivered"
"307","sm307","o278","prod09","03-01-2022","04-01-2022","04-01-2022","DHL","Anupama",5,"Delivered"
"308","sm308","o198","prod12","25-10-2023","26-10-2023","26-10-2023","DHL","Mitchell",5,"Delivered"
"309","sm309","o276","prod06","10-01-2023","11-01-2023","11-01-2023","DHL","Lebon",5,"Delivered"
"310","sm310","o379","prod11","24-09-2022","25-09-2022","25-09-2022","DHL","Tyron",5,"Delivered"
"311","sm311","o264","prod18","12-12-2023","13-12-2023","13-12-2023","DHL","Charlotte",5,"Delivered"
"312","sm312","o250","prod12","22-02-2024","23-02-2024","23-02-2024","DHL","Jim",5,"Delivered"
"313","sm313","o197","prod05","22-01-2023","23-01-2023","23-01-2023","DHL","Ryan",5,"Delivered"
"314","sm314","o269","prod17","11-03-2023","12-03-2023","12-03-2023","DHL","Stephanie",5,"Delivered"
"315","sm315","o086","prod12","26-07-2022","27-07-2022","27-07-2022","DHL","Bajon",5,"Delivered"
"316","sm316","o445","prod11","27-02-2023","28-02-2023","28-02-2023","DHL","Zaamil",5,"Delivered"
"317","sm317","o212","prod11","06-10-2022","07-10-2022","07-10-2022","DHL","Sekayi",5,"Delivered"
"318","sm318","o038","prod11","04-03-2022","05-03-2022","05-03-2022","DHL","Zackery",5,"Delivered"
"319","sm319","o183","prod16","23-03-2023","24-03-2023","24-03-2023","DHL","Maeselle",5,"Delivered"
"320","sm320","o469","prod17","08-06-2022","09-06-2022","09-06-2022","DHL","Rodrigo",5,"Delivered"
"321","sm321","o373","prod05","16-04-2023","17-04-2023","17-04-2023","DHL","Evan",5,"Delivered"
"322","sm322","o459","prod16","04-03-2022","05-03-2022","05-03-2022","DHL","Coleman",5,"Delivered"
"323","sm323","o132","prod05","16-04-2023","17-04-2023","17-04-2023","DHL","Nathaniel",5,"Delivered"
"324","sm324","o120","prod08","25-10-2023","26-10-2023","26-10-2023","DHL","Awad",5,"Delivered"
"325","sm325","o229","prod17","07-09-2023","08-09-2023","08-09-2023","DHL","Angelica",5,"Delivered"
"326","sm326","o274","prod13","03-01-2022","04-01-2022","04-01-2022","DHL","Carter",5,"Delivered"
"327","sm327","o208","prod11","24-09-2022","25-09-2022","25-09-2022","DHL","Jaime",5,"Delivered"
"328","sm328","o080","prod13","19-08-2022","20-08-2022","20-08-2022","DHL","Mayra",5,"Delivered"
"329","sm329","o015","prod17","12-09-2022","13-09-2022","13-09-2022","DHL","Izzaddeen",5,"Delivered"
"330","sm330","o170","prod17","03-06-2023","04-06-2023","04-06-2023","DHL","Eleanor",5,"Delivered"
"331","sm331","o329","prod05","04-03-2022","05-03-2022","05-03-2022","DHL","Dylan",5,"Delivered"
"332","sm332","o020","prod14","27-01-2022","28-01-2022","28-01-2022","DHL","Savanah",5,"Delivered"
"333","sm333","o203","prod20","23-11-2022","24-11-2022","24-11-2022","DHL","Eric",5,"Delivered"
"334","sm334","o129","prod09","18-11-2023","19-11-2023","19-11-2023","DHL","Mu'hsina",5,"Delivered"
"335","sm335","o288","prod16","04-03-2022","05-03-2022","05-03-2022","DHL","Elias",5,"Delivered"
"336","sm336","o442","prod06","15-01-2022","16-01-2022","16-01-2022","DHL","Jorge",5,"Delivered"
"337","sm337","o376","prod16","22-05-2023","23-05-2023","23-05-2023","DHL","Taylor",5,"Delivered"
"338","sm338","o163","prod16","07-09-2023","08-09-2023","08-09-2023","DHL","Cesar",5,"Delivered"
"339","sm339","o193","prod20","28-03-2022","29-03-2022","29-03-2022","DHL","Tahiyya",5,"Delivered"
"340","sm340","o491","prod17","18-11-2023","19-11-2023","19-11-2023","DHL","Bradley",5,"Delivered"
"341","sm341","o224","prod12","25-10-2023","26-10-2023","26-10-2023","DHL","Aliyya",5,"Delivered"
"342","sm342","o103","prod11","20-02-2022","21-02-2022","21-02-2022","DHL","Brittni",5,"Delivered"
"343","sm343","o130","prod16","27-02-2023","28-02-2023","28-02-2023","DHL","Athena",5,"Delivered"
"344","sm344","o146","prod06","16-03-2022","17-03-2022","17-03-2022","DHL","Christopher",5,"Delivered"
"345","sm345","o048","prod16","28-04-2023","29-04-2023","29-04-2023","DHL","Justin",5,"Delivered"
"346","sm346","o130","prod06","27-02-2023","28-02-2023","28-02-2023","DHL","Athena",5,"Delivered"
"347","sm347","o487","prod18","12-12-2023","13-12-2023","13-12-2023","DHL","Christopher",5,"Delivered"
"348","sm348","o225","prod11","05-12-2022","06-12-2022","06-12-2022","DHL","Ann",5,"Delivered"
"349","sm349","o006","prod17","04-03-2022","05-03-2022","05-03-2022","DHL","Mario",5,"Delivered"
"350","sm350","o151","prod11","10-01-2023","11-01-2023","11-01-2023","DHL","Azureen",5,"Delivered"
"351","sm351","o032","prod10","26-07-2022","27-07-2022","27-07-2022","DHL","Nathanial",5,"Delivered"
"352","sm352","o423","prod11","10-02-2024","11-02-2024","11-02-2024","DHL","Kei'Lani",5,"Delivered"
"353","sm353","o344","prod11","25-10-2023","26-10-2023","26-10-2023","DHL","Morgan",5,"Delivered"
"354","sm354","o496","prod18","31-08-2022","01-09-2022","01-09-2022","DHL","Usaama",5,"Delivered"
"355","sm355","o383","prod18","16-04-2023","17-04-2023","17-04-2023","DHL","Khaalida",5,"Delivered"
"356","sm356","o448","prod06","11-03-2023","12-03-2023","12-03-2023","DHL","Abdur Raheem",5,"Delivered"
"357","sm357","o222","prod08","03-06-2023","04-06-2023","04-06-2023","DHL","Randy",5,"Delivered"
"358","sm358","o199","prod06","20-02-2022","21-02-2022","21-02-2022","DHL","Jacqueline",5,"Delivered"
"359","sm359","o361","prod06","07-09-2023","08-09-2023","08-09-2023","DHL","Kaazima",5,"Delivered"
"360","sm360","o132","prod08","16-04-2023","17-04-2023","17-04-2023","DHL","Nathaniel",5,"Delivered"
"361","sm361","o344","prod15","25-10-2023","26-10-2023","26-10-2023","DHL","Morgan",5,"Delivered"
"362","sm362","o311","prod06","13-10-2023","14-10-2023","14-10-2023","DHL","Anthony",5,"Delivered"
"363","sm363","o138","prod17","24-09-2022","25-09-2022","25-09-2022","DHL","Jose",5,"Delivered"
"364","sm364","o327","prod10","27-05-2022","28-05-2022","28-05-2022","DHL","Jafar",5,"Delivered"
"365","sm365","o467","prod20","27-01-2022","28-01-2022","28-01-2022","DHL","Cainan",5,"Delivered"
"366","sm366","o221","prod14","26-07-2022","27-07-2022","27-07-2022","DHL","Skyler",5,"Delivered"
"367","sm367","o390","prod20","02-07-2022","03-07-2022","03-07-2022","DHL","Morcus",5,"Delivered"
"368","sm368","o100","prod13","30-10-2022","31-10-2022","31-10-2022","DHL","Derrick",5,"Delivered"
"369","sm369","o484","prod12","02-07-2022","03-07-2022","03-07-2022","DHL","Ethan",5,"Delivered"
"370","sm370","o266","prod18","11-11-2022","12-11-2022","12-11-2022","DHL","Mubeena",5,"Delivered"
"371","sm371","o110","prod13","23-03-2023","24-03-2023","24-03-2023","DHL","Esther",5,"Delivered"
"372","sm372","o165","prod20","24-12-2023","25-12-2023","25-12-2023","DHL","Angelique",5,"Delivered"
"373","sm373","o057","prod14","08-02-2022","09-02-2022","09-02-2022","DHL","Claire",5,"Delivered"
"374","sm374","o399","prod19","14-08-2023","15-08-2023","15-08-2023","DHL","Sarah",5,"Delivered"
"375","sm375","o386","prod09","14-08-2023","15-08-2023","15-08-2023","DHL","Bassil",5,"Delivered"
"376","sm376","o323","prod10","15-01-2022","16-01-2022","16-01-2022","DHL","Edgar",5,"Delivered"
"377","sm377","o324","prod19","19-08-2022","20-08-2022","20-08-2022","DHL","Andrea",5,"Delivered"
"378","sm378","o169","prod17","06-11-2023","07-11-2023","07-11-2023","DHL","Jaime",5,"Delivered"
"379","sm379","o436","prod20","30-10-2022","31-10-2022","31-10-2022","DHL","Reginald",5,"Delivered"
"380","sm380","o417","prod16","16-04-2023","17-04-2023","17-04-2023","DHL","Afeef",5,"Delivered"
"381","sm381","o213","prod16","03-02-2023","04-02-2023","04-02-2023","DHL","Muslih",5,"Delivered"
"382","sm382","o194","prod10","10-01-2023","11-01-2023","11-01-2023","DHL","Ramza",5,"Delivered"
"383","sm383","o010","prod07","07-08-2022","08-08-2022","08-08-2022","DHL","Jennifer",5,"Delivered"
"384","sm384","o406","prod19","17-01-2024","18-01-2024","18-01-2024","DHL","Shaakir",5,"Delivered"
"385","sm385","o357","prod19","22-02-2024","23-02-2024","23-02-2024","DHL","Zahra",5,"Delivered"
"386","sm386","o494","prod19","06-11-2023","07-11-2023","07-11-2023","DHL","Mariah",5,"Delivered"
"387","sm387","o204","prod19","22-05-2023","23-05-2023","23-05-2023","DHL","Haley",5,"Delivered"
"388","sm388","o218","prod20","18-11-2023","19-11-2023","19-11-2023","DHL","Latasha",5,"Delivered"
"389","sm389","o268","prod08","07-09-2023","08-09-2023","08-09-2023","DHL","Jennifer",5,"Delivered"
"390","sm390","o208","prod10","24-09-2022","25-09-2022","25-09-2022","DHL","Jaime",5,"Delivered"
"391","sm391","o070","prod14","09-07-2023","10-07-2023","10-07-2023","DHL","Jacob",5,"Delivered"
"392","sm392","o158","prod17","04-04-2023","05-04-2023","05-04-2023","DHL","Kailynda",5,"Delivered"
"393","sm393","o342","prod16","12-09-2022","13-09-2022","13-09-2022","DHL","Kaileigh",5,"Delivered"
"394","sm394","o235","prod16","15-06-2023","16-06-2023","16-06-2023","DHL","Terrell",5,"Delivered"
"395","sm395","o028","prod14","10-05-2023","11-05-2023","11-05-2023","DHL","Huy",5,"Delivered"
"396","sm396","o360","prod14","10-01-2023","11-01-2023","11-01-2023","DHL","Christopher",5,"Delivered"
"397","sm397","o425","prod06","09-07-2023","10-07-2023","10-07-2023","DHL","Jerry",5,"Delivered"
"398","sm398","o177","prod08","28-03-2022","29-03-2022","29-03-2022","DHL","Shelby",5,"Delivered"
"399","sm399","o249","prod15","09-07-2023","10-07-2023","10-07-2023","DHL","Josephine-Marie",5,"Delivered"
"400","sm400","o260","prod16","30-11-2023","01-12-2023","01-12-2023","DHL","Aseel",5,"Delivered"
"401","sm401","o273","prod08","10-01-2023","11-01-2023","11-01-2023","DHL","Yuta",5,"Delivered"
"402","sm402","o242","prod11","27-02-2023","28-02-2023","28-02-2023","DHL","Cheyenne",5,"Delivered"
"403","sm403","o190","prod15","15-02-2023","16-02-2023","16-02-2023","DHL","Victoria",5,"Delivered"
"404","sm404","o403","prod14","15-02-2023","16-02-2023","16-02-2023","DHL","Raaida",5,"Delivered"
"405","sm405","o474","prod07","06-10-2022","07-10-2022","07-10-2022","DHL","Delrey",5,"Delivered"
"406","sm406","o182","prod16","18-11-2023","19-11-2023","19-11-2023","DHL","Stefani",5,"Delivered"
"407","sm407","o348","prod20","03-02-2023","04-02-2023","04-02-2023","DHL","Leticia",5,"Delivered"
"408","sm408","o192","prod14","03-01-2022","04-01-2022","04-01-2022","DHL","Courtney",5,"Delivered"
"409","sm409","o137","prod14","14-08-2023","15-08-2023","15-08-2023","DHL","Naazil",5,"Delivered"
"410","sm410","o387","prod08","26-08-2023","27-08-2023","27-08-2023","DHL","Gabriella",5,"Delivered"
"411","sm411","o366","prod20","15-02-2023","16-02-2023","16-02-2023","DHL","Natalia",5,"Delivered"
"412","sm412","o212","prod17","06-10-2022","07-10-2022","07-10-2022","DHL","Sekayi",5,"Delivered"
"413","sm413","o147","prod12","18-10-2022","19-10-2022","19-10-2022","DHL","Kendra",5,"Delivered"
"414","sm414","o243","prod07","22-05-2023","23-05-2023","23-05-2023","DHL","Avishek",5,"Delivered"
"415","sm415","o245","prod16","11-11-2022","12-11-2022","12-11-2022","DHL","Nicholas",5,"Delivered"
"416","sm416","o297","prod12","08-02-2022","09-02-2022","09-02-2022","DHL","John Luke",5,"Delivered"
"417","sm417","o316","prod14","08-06-2022","09-06-2022","09-06-2022","DHL","Sharday",5,"Delivered"
"418","sm418","o338","prod15","15-06-2023","16-06-2023","16-06-2023","DHL","Laura",5,"Delivered"
"419","sm419","o047","prod20","27-05-2022","28-05-2022","28-05-2022","DHL","Abdul Kareem",5,"Delivered"
"420","sm420","o294","prod18","16-04-2023","17-04-2023","17-04-2023","DHL","Connie",5,"Delivered"
"421","sm421","o486","prod16","24-09-2022","25-09-2022","25-09-2022","DHL","Richard",5,"Delivered"
"422","sm422","o500","prod20","27-01-2022","28-01-2022","28-01-2022","DHL","Tyler",5,"Delivered"
"423","sm423","o180","prod17","29-01-2024","30-01-2024","30-01-2024","DHL","Devante",5,"Delivered"
"424","sm424","o198","prod09","25-10-2023","26-10-2023","26-10-2023","DHL","Mitchell",5,"Delivered"
"425","sm425","o282","prod20","09-04-2022","10-04-2022","10-04-2022","DHL","Hilda",5,"Delivered"
"426","sm426","o148","prod13","05-01-2024","06-01-2024","06-01-2024","DHL","Dakota",5,"Delivered"
"427","sm427","o088","prod20","28-03-2022","29-03-2022","29-03-2022","DHL","Kayla",5,"Delivered"
"428","sm428","o257","prod18","03-02-2023","04-02-2023","04-02-2023","DHL","Dixon",5,"Delivered"
"429","sm429","o500","prod15","27-01-2022","28-01-2022","28-01-2022","DHL","Tyler",5,"Delivered"
"430","sm430","o024","prod11","30-10-2022","31-10-2022","31-10-2022","DHL","Lameek",5,"Delivered"
"431","sm431","o322","prod20","22-05-2023","23-05-2023","23-05-2023","DHL","Allison",5,"Delivered"
"432","sm432","o310","prod15","22-05-2023","23-05-2023","23-05-2023","DHL","Leandra",5,"Delivered"
"433","sm433","o468","prod10","22-01-2023","23-01-2023","23-01-2023","DHL","Radiyya",5,"Delivered"
"434","sm434","o044","prod09","24-12-2023","25-12-2023","25-12-2023","DHL","Yusri",5,"Delivered"
"435","sm435","o115","prod07","04-03-2022","05-03-2022","05-03-2022","DHL","Lisa",5,"Delivered"
"436","sm436","o007","prod15","02-08-2023","03-08-2023","03-08-2023","DHL","Angelleeka",5,"Delivered"
"437","sm437","o312","prod17","10-01-2023","11-01-2023","11-01-2023","DHL","Nazario",5,"Delivered"
"438","sm438","o020","prod15","27-01-2022","28-01-2022","28-01-2022","DHL","Savanah",5,"Delivered"
"439","sm439","o034","prod13","19-08-2022","20-08-2022","20-08-2022","DHL","Randall",5,"Delivered"
"440","sm440","o419","prod18","03-05-2022","04-05-2022","04-05-2022","DHL","Daifallah",5,"Delivered"
"441","sm441","o449","prod18","03-01-2022","04-01-2022","04-01-2022","DHL","Olivia",5,"Delivered"
"442","sm442","o001","prod19","22-01-2023","23-01-2023","23-01-2023","DHL","Kelsey",5,"Delivered"
"443","sm443","o244","prod13","19-08-2022","20-08-2022","20-08-2022","DHL","Kristopher",5,"Delivered"
"444","sm444","o020","prod09","27-01-2022","28-01-2022","28-01-2022","DHL","Savanah",5,"Delivered"
"445","sm445","o400","prod08","26-07-2022","27-07-2022","27-07-2022","DHL","Vanesa",5,"Delivered"
"446","sm446","o307","prod15","03-01-2022","04-01-2022","04-01-2022","DHL","Adam",5,"Delivered"
"447","sm447","o059","prod10","17-01-2024","18-01-2024","18-01-2024","DHL","Catrina",5,"Delivered"
"448","sm448","o183","prod17","23-03-2023","24-03-2023","24-03-2023","DHL","Maeselle",5,"Delivered"
"449","sm449","o049","prod13","28-03-2022","29-03-2022","29-03-2022","DHL","Brandon",5,"Delivered"
"450","sm450","o251","prod20","06-10-2022","07-10-2022","07-10-2022","DHL","Jeffrey",5,"Delivered"
"451","sm451","o309","prod18","03-01-2022","04-01-2022","04-01-2022","DHL","Dale",5,"Delivered"
"452","sm452","o056","prod20","29-01-2024","30-01-2024","30-01-2024","DHL","Dewaun",5,"Delivered"
"453","sm453","o186","prod18","08-02-2022","09-02-2022","09-02-2022","DHL","Smokey",5,"Delivered"
"454","sm454","o043","prod15","28-04-2023","29-04-2023","29-04-2023","DHL","Kylee",5,"Delivered"
"455","sm455","o313","prod19","26-08-2023","27-08-2023","27-08-2023","DHL","Ashley",5,"Delivered"
"456","sm456","o098","prod16","27-02-2023","28-02-2023","28-02-2023","DHL","Austin",5,"Delivered"
"457","sm457","o214","prod20","19-09-2023","20-09-2023","20-09-2023","DHL","Jessica",5,"Delivered"
"458","sm458","o452","prod14","16-04-2023","17-04-2023","17-04-2023","DHL","Guadalupe",5,"Delivered"
"459","sm459","o112","prod16","06-10-2022","07-10-2022","07-10-2022","DHL","James",5,"Delivered"
"460","sm460","o025","prod10","23-11-2022","24-11-2022","24-11-2022","DHL","Gerardo",5,"Delivered"
"461","sm461","o303","prod13","30-10-2022","31-10-2022","31-10-2022","DHL","Sheila",5,"Delivered"
"462","sm462","o445","prod14","27-02-2023","02-03-2023","02-03-2023","DPD","Zaamil",3,"Delivered"
"463","sm463","o090","prod02","09-07-2023","12-07-2023","12-07-2023","DPD","Brock",3,"Delivered"
"464","sm464","o176","prod01","29-12-2022","01-01-2023","01-01-2023","DPD","Lev",3,"Delivered"
"465","sm465","o258","prod05","21-07-2023","24-07-2023","24-07-2023","DPD","Japheth",3,"Delivered"
"466","sm466","o410","prod03","01-10-2023","04-10-2023","04-10-2023","DPD","Caitlin",3,"Delivered"
"467","sm467","o226","prod09","29-01-2024","01-02-2024","01-02-2024","DPD","Oscar",3,"Delivered"
"468","sm468","o420","prod03","03-01-2022","06-01-2022","06-01-2022","DPD","Anasthasia",3,"Delivered"
"469","sm469","o140","prod01","19-08-2022","22-08-2022","22-08-2022","DPD","Thuy",3,"Delivered"
"470","sm470","o279","prod05","18-11-2023","21-11-2023","21-11-2023","DPD","Jovana",3,"Delivered"
"471","sm471","o215","prod03","10-05-2023","13-05-2023","13-05-2023","DPD","Shareefa",3,"Delivered"
"472","sm472","o237","prod02","23-11-2022","26-11-2022","26-11-2022","DPD","Alec",3,"Delivered"
"473","sm473","o065","prod04","24-09-2022","27-09-2022","27-09-2022","DPD","Blake",3,"Delivered"
"474","sm474","o008","prod05","18-11-2023","21-11-2023","21-11-2023","DPD","Chad",3,"Delivered"
"475","sm475","o181","prod01","07-08-2022","10-08-2022","10-08-2022","DPD","Rasheeq",3,"Delivered"
"476","sm476","o374","prod02","16-03-2022","19-03-2022","19-03-2022","DPD","Allison",3,"Delivered"
"477","sm477","o425","prod06","09-07-2023","12-07-2023","12-07-2023","DPD","Jerry",3,"Delivered"
"478","sm478","o361","prod07","07-09-2023","10-09-2023","10-09-2023","DPD","Kaazima",3,"Delivered"
"479","sm479","o211","prod14","26-08-2023","29-08-2023","29-08-2023","DPD","Andrew",3,"Delivered"
"480","sm480","o009","prod01","14-08-2023","17-08-2023","17-08-2023","DPD","Matthew",3,"Delivered"
"481","sm481","o072","prod05","02-07-2022","05-07-2022","05-07-2022","DPD","Bethany",3,"Delivered"
"482","sm482","o369","prod08","10-02-2024","13-02-2024","13-02-2024","DPD","Tylor",3,"Delivered"
"483","sm483","o028","prod11","10-05-2023","13-05-2023","13-05-2023","DPD","Huy",3,"Delivered"
"484","sm484","o161","prod15","18-10-2022","21-10-2022","21-10-2022","DPD","Rihaab",3,"Delivered"
"485","sm485","o017","prod06","13-10-2023","16-10-2023","16-10-2023","DPD","Jasmine",3,"Delivered"
"486","sm486","o418","prod03","03-01-2022","06-01-2022","06-01-2022","DPD","Jacob",3,"Delivered"
"487","sm487","o475","prod11","21-04-2022","24-04-2022","24-04-2022","DPD","Mackenzie",3,"Delivered"
"488","sm488","o175","prod07","11-11-2022","14-11-2022","14-11-2022","DPD","Marsean",3,"Delivered"
"489","sm489","o058","prod02","20-02-2022","23-02-2022","23-02-2022","DPD","Joyce",3,"Delivered"
"490","sm490","o036","prod02","06-11-2023","09-11-2023","09-11-2023","DPD","Naadir",3,"Delivered"
"491","sm491","o087","prod05","12-12-2023","15-12-2023","15-12-2023","DPD","Ashley",3,"Delivered"
"492","sm492","o243","prod04","22-05-2023","25-05-2023","25-05-2023","DPD","Avishek",3,"Delivered"
"493","sm493","o231","prod10","20-02-2022","23-02-2022","23-02-2022","DPD","Krishawnda",3,"Delivered"
"494","sm494","o317","prod03","28-04-2023","01-05-2023","01-05-2023","DPD","Jocelyn",3,"Delivered"
"495","sm495","o416","prod03","12-09-2022","15-09-2022","15-09-2022","DPD","Corrine",3,"Delivered"
"496","sm496","o061","prod01","11-03-2023","14-03-2023","14-03-2023","DPD","Samantha",3,"Delivered"
"497","sm497","o062","prod12","24-12-2023","27-12-2023","27-12-2023","DPD","Tashina",3,"Delivered"
"498","sm498","o220","prod05","09-07-2023","12-07-2023","12-07-2023","DPD","Mariah",3,"Delivered"
"499","sm499","o160","prod07","19-08-2022","22-08-2022","22-08-2022","DPD","Isaac",3,"Delivered"
"500","sm500","o381","prod05","22-02-2024","25-02-2024","25-02-2024","DPD","Melissa",3,"Delivered"
"501","sm501","o052","prod07","11-03-2023","14-03-2023","14-03-2023","DPD","Robert",3,"Delivered"
"502","sm502","o175","prod05","11-11-2022","14-11-2022","14-11-2022","DPD","Marsean",3,"Delivered"
"503","sm503","o014","prod13","28-03-2022","31-03-2022","31-03-2022","DPD","Danijah",3,"Delivered"
"504","sm504","o151","prod05","10-01-2023","13-01-2023","13-01-2023","DPD","Azureen",3,"Delivered"
"505","sm505","o257","prod03","03-02-2023","06-02-2023","06-02-2023","DPD","Dixon",3,"Delivered"
"506","sm506","o004","prod04","22-05-2023","25-05-2023","25-05-2023","DPD","Evelyn",3,"Delivered"
"507","sm507","o275","prod08","19-09-2023","22-09-2023","22-09-2023","DPD","Hazm",3,"Delivered"
"508","sm508","o341","prod13","24-12-2023","27-12-2023","27-12-2023","DPD","Isabelle",3,"Delivered"
"509","sm509","o283","prod03","22-01-2023","25-01-2023","25-01-2023","DPD","Austin",3,"Delivered"
"510","sm510","o364","prod04","27-02-2023","02-03-2023","02-03-2023","DPD","Jacob",3,"Delivered"
"511","sm511","o088","prod04","28-03-2022","31-03-2022","31-03-2022","DPD","Kayla",3,"Delivered"
"512","sm512","o319","prod08","09-04-2022","12-04-2022","12-04-2022","DPD","Thuyvan",3,"Delivered"
"513","sm513","o039","prod11","23-11-2022","26-11-2022","26-11-2022","DPD","Ghaalib",3,"Delivered"
"514","sm514","o197","prod07","22-01-2023","25-01-2023","25-01-2023","DPD","Ryan",3,"Delivered"
"515","sm515","o426","prod02","27-05-2022","30-05-2022","30-05-2022","DPD","James",3,"Delivered"
"516","sm516","o406","prod08","17-01-2024","20-01-2024","20-01-2024","DPD","Shaakir",3,"Delivered"
"517","sm517","o019","prod09","25-10-2023","28-10-2023","28-10-2023","DPD","Galen",3,"Delivered"
"518","sm518","o330","prod04","13-10-2023","16-10-2023","16-10-2023","DPD","Marcus",3,"Delivered"
"519","sm519","o240","prod15","29-01-2024","01-02-2024","01-02-2024","DPD","Bakar",3,"Delivered"
"520","sm520","o174","prod15","23-11-2022","26-11-2022","26-11-2022","DPD","Jhasmyne",3,"Delivered"
"521","sm521","o185","prod14","17-01-2024","20-01-2024","20-01-2024","DPD","Michael",3,"Delivered"
"522","sm522","o323","prod04","15-01-2022","18-01-2022","18-01-2022","DPD","Edgar",3,"Delivered"
